Name            Location        Type         Namespace  Source
romdata         00009eee        Data Label      Global  User Defined
gl_height       00009f12        Data Label      Global  User Defined
gl_apid         00009f14        Data Label      Global  User Defined
rlr             00009f16        Data Label      Global  User Defined
gl_bdesired     00009f1a        Data Label      Global  User Defined
gl_recd         00009f1c        Data Label      Global  User Defined
gl_dcindex      00009f1e        Data Label      Global  User Defined
ad_shcmd        00009f20        Data Label      Global  User Defined
ad_stdesk       00009f24        Data Label      Global  User Defined
gl_aname        00009f28        Data Label      Global  User Defined
gl_ainfo        00009f44        Data Label      Global  User Defined
gl_hclip        00009f60        Data Label      Global  User Defined
contrl          00009f62        Data Label      Global  User Defined
x9f7a           00009f7a        Data Label      Global  User Defined
x97fc           00009f7c        Data Label      Global  User Defined
old_bcode       00009f80        Data Label      Global  User Defined
ad_path         00009f84        Data Label      Global  User Defined
evx             00009f88        Data Label      Global  User Defined
ad_pfile        00009fa4        Data Label      Global  User Defined
rul             00009fa8        Data Label      Global  User Defined
gl_bvhard       00009fac        Data Label      Global  User Defined
ad_shtail       00009fae        Data Label      Global  User Defined
g_buffer        00009fb2        Data Label      Global  User Defined
gl_wchar        00009fb6        Data Label      Global  User Defined
x9fb8           00009fb8        Data Label      Global  User Defined
mtrans          00009fba        Data Label      Global  User Defined
ad_fsdta        00009fbc        Data Label      Global  User Defined
sh_9fc0         00009fc0        Data Label      Global  User Defined
ad_windspb      00009fc2        Data Label      Global  User Defined
gl_hschar       00009fc6        Data Label      Global  User Defined
ad_intin        00009fc8        Data Label      Global  User Defined
gl_mode         00009fcc        Data Label      Global  User Defined
zlr             00009fce        Data Label      Global  User Defined
gl_bpend        00009fd2        Data Label      Global  User Defined
gl_bvdisk       00009fd4        Data Label      Global  User Defined
g_wlist         00009fde        Data Label      Global  User Defined
gl_rcenter      00009fe2        Data Label      Global  User Defined
gl_moff         00009fea        Data Label      Global  User Defined
hdr_buff        00009fec        Data Label      Global  User Defined
gl_ws           0000a010        Data Label      Global  User Defined
gl_lcolor       0000a082        Data Label      Global  User Defined
fpcnt           0000a084        Data Label      Global  User Defined
button          0000a086        Data Label      Global  User Defined
gl_graphic      0000a088        Data Label      Global  User Defined
xa08a           0000a08a        Data Label      Global  User Defined
xa08c           0000a08c        Data Label      Global  User Defined
gl_ncols        0000a08e        Data Label      Global  User Defined
gl_nplanes      0000a090        Data Label      Global  User Defined
gl_mask         0000a092        Data Label      Global  User Defined
DOS_AX          0000a094        Data Label      Global  User Defined
gl_ticktime     0000a096        Data Label      Global  User Defined
xa098           0000a098        Data Label      Global  User Defined
old_mcode       0000a09a        Data Label      Global  User Defined
gl_mlen         0000a09e        Data Label      Global  User Defined
ad_envrn        0000a0a2        Data Label      Global  User Defined
gl_rmnactv      0000a0a6        Data Label      Global  User Defined
desk_pid        0000a0ae        Data Label      Global  User Defined
xa00ba          0000a0ba        Data Label      Global  User Defined
liketop         0000a0bc        Data Label      Global  User Defined
w_walkflag      0000a0be        Data Label      Global  User Defined
gl_newdesk      0000a0c0        Data Label      Global  User Defined

os_entry        00fc0000        Data Label      Global  User Defined
main            00fc0020        Function        Global  User Defined
nodiag          00fc003c        Instruction Label       main    User Defined
